이름,주소,요일,여는시간,닫는시간,브레이크 시작,브레이크 끝,라스트오더,휴무여부,비고
산골공원,부산광역시 기장군 정관읍 용수리 1277,0,0:00,24:00,,,,,
산골공원,부산광역시 기장군 정관읍 용수리 1277,1,0:00,24:00,,,,,
산골공원,부산광역시 기장군 정관읍 용수리 1277,2,0:00,24:00,,,,,
산골공원,부산광역시 기장군 정관읍 용수리 1277,3,0:00,24:00,,,,,
산골공원,부산광역시 기장군 정관읍 용수리 1277,4,0:00,24:00,,,,,
산골공원,부산광역시 기장군 정관읍 용수리 1277,5,0:00,24:00,,,,,
산골공원,부산광역시 기장군 정관읍 용수리 1277,6,0:00,24:00,,,,,
산들공원,부산광역시 해운대구 좌동 1397,0,0:00,24:00,,,,,
산들공원,부산광역시 해운대구 좌동 1397,1,0:00,24:00,,,,,
산들공원,부산광역시 해운대구 좌동 1397,2,0:00,24:00,,,,,
산들공원,부산광역시 해운대구 좌동 1397,3,0:00,24:00,,,,,
산들공원,부산광역시 해운대구 좌동 1397,4,0:00,24:00,,,,,
산들공원,부산광역시 해운대구 좌동 1397,5,0:00,24:00,,,,,
산들공원,부산광역시 해운대구 좌동 1397,6,0:00,24:00,,,,,
산저공원,부산광역시 동래구 온천동 1853-25,0,0:00,24:00,,,,,
산저공원,부산광역시 동래구 온천동 1853-25,1,0:00,24:00,,,,,
산저공원,부산광역시 동래구 온천동 1853-25,2,0:00,24:00,,,,,
산저공원,부산광역시 동래구 온천동 1853-25,3,0:00,24:00,,,,,
산저공원,부산광역시 동래구 온천동 1853-25,4,0:00,24:00,,,,,
산저공원,부산광역시 동래구 온천동 1853-25,5,0:00,24:00,,,,,
산저공원,부산광역시 동래구 온천동 1853-25,6,0:00,24:00,,,,,
삼광사,부산광역시 부산진구 초읍동 54-58,0,0:00,24:00,,,,,
삼광사,부산광역시 부산진구 초읍동 54-58,1,0:00,24:00,,,,,
삼광사,부산광역시 부산진구 초읍동 54-58,2,0:00,24:00,,,,,
삼광사,부산광역시 부산진구 초읍동 54-58,3,0:00,24:00,,,,,
삼광사,부산광역시 부산진구 초읍동 54-58,4,0:00,24:00,,,,,
삼광사,부산광역시 부산진구 초읍동 54-58,5,0:00,24:00,,,,,
삼광사,부산광역시 부산진구 초읍동 54-58,6,0:00,24:00,,,,,
삼락생태공원,부산광역시 사상구 삼락동 29-46,0,0:00,24:00,,,,,
삼락생태공원,부산광역시 사상구 삼락동 29-46,1,0:00,24:00,,,,,
삼락생태공원,부산광역시 사상구 삼락동 29-46,2,0:00,24:00,,,,,
삼락생태공원,부산광역시 사상구 삼락동 29-46,3,0:00,24:00,,,,,
삼락생태공원,부산광역시 사상구 삼락동 29-46,4,0:00,24:00,,,,,
삼락생태공원,부산광역시 사상구 삼락동 29-46,5,0:00,24:00,,,,,
삼락생태공원,부산광역시 사상구 삼락동 29-46,6,0:00,24:00,,,,,
삼성숲공원,부산광역시 기장군 일광읍 삼성리 790,0,0:00,24:00,,,,,
삼성숲공원,부산광역시 기장군 일광읍 삼성리 790,1,0:00,24:00,,,,,
삼성숲공원,부산광역시 기장군 일광읍 삼성리 790,2,0:00,24:00,,,,,
삼성숲공원,부산광역시 기장군 일광읍 삼성리 790,3,0:00,24:00,,,,,
삼성숲공원,부산광역시 기장군 일광읍 삼성리 790,4,0:00,24:00,,,,,
삼성숲공원,부산광역시 기장군 일광읍 삼성리 790,5,0:00,24:00,,,,,
삼성숲공원,부산광역시 기장군 일광읍 삼성리 790,6,0:00,24:00,,,,,
상계소공원,부산광역시 북구 만덕동 961-4,0,0:00,24:00,,,,,
상계소공원,부산광역시 북구 만덕동 961-4,1,0:00,24:00,,,,,
상계소공원,부산광역시 북구 만덕동 961-4,2,0:00,24:00,,,,,
상계소공원,부산광역시 북구 만덕동 961-4,3,0:00,24:00,,,,,
상계소공원,부산광역시 북구 만덕동 961-4,4,0:00,24:00,,,,,
상계소공원,부산광역시 북구 만덕동 961-4,5,0:00,24:00,,,,,
상계소공원,부산광역시 북구 만덕동 961-4,6,0:00,24:00,,,,,
상록공원,부산광역시 북구 만덕동 892,0,0:00,24:00,,,,,
상록공원,부산광역시 북구 만덕동 892,1,0:00,24:00,,,,,
상록공원,부산광역시 북구 만덕동 892,2,0:00,24:00,,,,,
상록공원,부산광역시 북구 만덕동 892,3,0:00,24:00,,,,,
상록공원,부산광역시 북구 만덕동 892,4,0:00,24:00,,,,,
상록공원,부산광역시 북구 만덕동 892,5,0:00,24:00,,,,,
상록공원,부산광역시 북구 만덕동 892,6,0:00,24:00,,,,,
상록수공원,부산광역시 금정구 회동동 145-9,0,0:00,24:00,,,,,
상록수공원,부산광역시 금정구 회동동 145-9,1,0:00,24:00,,,,,
상록수공원,부산광역시 금정구 회동동 145-9,2,0:00,24:00,,,,,
상록수공원,부산광역시 금정구 회동동 145-9,3,0:00,24:00,,,,,
상록수공원,부산광역시 금정구 회동동 145-9,4,0:00,24:00,,,,,
상록수공원,부산광역시 금정구 회동동 145-9,5,0:00,24:00,,,,,
상록수공원,부산광역시 금정구 회동동 145-9,6,0:00,24:00,,,,,
상리어린이공원,부산광역시 영도구 동삼동 1123-2,0,0:00,24:00,,,,,
상리어린이공원,부산광역시 영도구 동삼동 1123-2,1,0:00,24:00,,,,,
상리어린이공원,부산광역시 영도구 동삼동 1123-2,2,0:00,24:00,,,,,
상리어린이공원,부산광역시 영도구 동삼동 1123-2,3,0:00,24:00,,,,,
상리어린이공원,부산광역시 영도구 동삼동 1123-2,4,0:00,24:00,,,,,
상리어린이공원,부산광역시 영도구 동삼동 1123-2,5,0:00,24:00,,,,,
상리어린이공원,부산광역시 영도구 동삼동 1123-2,6,0:00,24:00,,,,,
상방공원,부산광역시 강서구 대저2동 3136-1,0,0:00,24:00,,,,,
상방공원,부산광역시 강서구 대저2동 3136-1,1,0:00,24:00,,,,,
상방공원,부산광역시 강서구 대저2동 3136-1,2,0:00,24:00,,,,,
상방공원,부산광역시 강서구 대저2동 3136-1,3,0:00,24:00,,,,,
상방공원,부산광역시 강서구 대저2동 3136-1,4,0:00,24:00,,,,,
상방공원,부산광역시 강서구 대저2동 3136-1,5,0:00,24:00,,,,,
상방공원,부산광역시 강서구 대저2동 3136-1,6,0:00,24:00,,,,,
상학소공원,부산광역시 북구 만덕동 961-1,0,0:00,24:00,,,,,
상학소공원,부산광역시 북구 만덕동 961-1,1,0:00,24:00,,,,,
상학소공원,부산광역시 북구 만덕동 961-1,2,0:00,24:00,,,,,
상학소공원,부산광역시 북구 만덕동 961-1,3,0:00,24:00,,,,,
상학소공원,부산광역시 북구 만덕동 961-1,4,0:00,24:00,,,,,
상학소공원,부산광역시 북구 만덕동 961-1,5,0:00,24:00,,,,,
상학소공원,부산광역시 북구 만덕동 961-1,6,0:00,24:00,,,,,
상해거리,부산광역시 동구 초량동 1210-1,0,0:00,24:00,,,,,
상해거리,부산광역시 동구 초량동 1210-1,1,0:00,24:00,,,,,
상해거리,부산광역시 동구 초량동 1210-1,2,0:00,24:00,,,,,
상해거리,부산광역시 동구 초량동 1210-1,3,0:00,24:00,,,,,
상해거리,부산광역시 동구 초량동 1210-1,4,0:00,24:00,,,,,
상해거리,부산광역시 동구 초량동 1210-1,5,0:00,24:00,,,,,
상해거리,부산광역시 동구 초량동 1210-1,6,0:00,24:00,,,,,
새늘공원,부산광역시 기장군 정관읍 모전리 733,0,0:00,24:00,,,,,
새늘공원,부산광역시 기장군 정관읍 모전리 733,1,0:00,24:00,,,,,
새늘공원,부산광역시 기장군 정관읍 모전리 733,2,0:00,24:00,,,,,
새늘공원,부산광역시 기장군 정관읍 모전리 733,3,0:00,24:00,,,,,
새늘공원,부산광역시 기장군 정관읍 모전리 733,4,0:00,24:00,,,,,
새늘공원,부산광역시 기장군 정관읍 모전리 733,5,0:00,24:00,,,,,
새늘공원,부산광역시 기장군 정관읍 모전리 733,6,0:00,24:00,,,,,
새동내공원,부산광역시 강서구 대저2동 2407-1,0,0:00,24:00,,,,,
새동내공원,부산광역시 강서구 대저2동 2407-1,1,0:00,24:00,,,,,
새동내공원,부산광역시 강서구 대저2동 2407-1,2,0:00,24:00,,,,,
새동내공원,부산광역시 강서구 대저2동 2407-1,3,0:00,24:00,,,,,
새동내공원,부산광역시 강서구 대저2동 2407-1,4,0:00,24:00,,,,,
새동내공원,부산광역시 강서구 대저2동 2407-1,5,0:00,24:00,,,,,
새동내공원,부산광역시 강서구 대저2동 2407-1,6,0:00,24:00,,,,,
새마을공원,부산광역시 기장군 기장읍 동부리 141-1,0,0:00,24:00,,,,,
새마을공원,부산광역시 기장군 기장읍 동부리 141-1,1,0:00,24:00,,,,,
새마을공원,부산광역시 기장군 기장읍 동부리 141-1,2,0:00,24:00,,,,,
새마을공원,부산광역시 기장군 기장읍 동부리 141-1,3,0:00,24:00,,,,,
새마을공원,부산광역시 기장군 기장읍 동부리 141-1,4,0:00,24:00,,,,,
새마을공원,부산광역시 기장군 기장읍 동부리 141-1,5,0:00,24:00,,,,,
새마을공원,부산광역시 기장군 기장읍 동부리 141-1,6,0:00,24:00,,,,,
새소리공원,부산광역시 북구 만덕동 960-6,0,0:00,24:00,,,,,
새소리공원,부산광역시 북구 만덕동 960-6,1,0:00,24:00,,,,,
새소리공원,부산광역시 북구 만덕동 960-6,2,0:00,24:00,,,,,
새소리공원,부산광역시 북구 만덕동 960-6,3,0:00,24:00,,,,,
새소리공원,부산광역시 북구 만덕동 960-6,4,0:00,24:00,,,,,
새소리공원,부산광역시 북구 만덕동 960-6,5,0:00,24:00,,,,,
새소리공원,부산광역시 북구 만덕동 960-6,6,0:00,24:00,,,,,
새싹공원,부산광역시 북구 화명동 2320,0,0:00,24:00,,,,,
새싹공원,부산광역시 북구 화명동 2320,1,0:00,24:00,,,,,
새싹공원,부산광역시 북구 화명동 2320,2,0:00,24:00,,,,,
새싹공원,부산광역시 북구 화명동 2320,3,0:00,24:00,,,,,
새싹공원,부산광역시 북구 화명동 2320,4,0:00,24:00,,,,,
새싹공원,부산광역시 북구 화명동 2320,5,0:00,24:00,,,,,
새싹공원,부산광역시 북구 화명동 2320,6,0:00,24:00,,,,,
새싹공원,부산광역시 사상구 주례동 54-230,0,0:00,24:00,,,,,
새싹공원,부산광역시 사상구 주례동 54-230,1,0:00,24:00,,,,,
새싹공원,부산광역시 사상구 주례동 54-230,2,0:00,24:00,,,,,
새싹공원,부산광역시 사상구 주례동 54-230,3,0:00,24:00,,,,,
새싹공원,부산광역시 사상구 주례동 54-230,4,0:00,24:00,,,,,
새싹공원,부산광역시 사상구 주례동 54-230,5,0:00,24:00,,,,,
새싹공원,부산광역시 사상구 주례동 54-230,6,0:00,24:00,,,,,
새싹공원,부산광역시 사하구 다대동 94-7,0,0:00,24:00,,,,,
새싹공원,부산광역시 사하구 다대동 94-7,1,0:00,24:00,,,,,
새싹공원,부산광역시 사하구 다대동 94-7,2,0:00,24:00,,,,,
새싹공원,부산광역시 사하구 다대동 94-7,3,0:00,24:00,,,,,
새싹공원,부산광역시 사하구 다대동 94-7,4,0:00,24:00,,,,,
새싹공원,부산광역시 사하구 다대동 94-7,5,0:00,24:00,,,,,
새싹공원,부산광역시 사하구 다대동 94-7,6,0:00,24:00,,,,,
새싹공원,부산광역시 연제구 연산동 2132-1,0,0:00,24:00,,,,,
새싹공원,부산광역시 연제구 연산동 2132-1,1,0:00,24:00,,,,,
새싹공원,부산광역시 연제구 연산동 2132-1,2,0:00,24:00,,,,,
새싹공원,부산광역시 연제구 연산동 2132-1,3,0:00,24:00,,,,,
새싹공원,부산광역시 연제구 연산동 2132-1,4,0:00,24:00,,,,,
새싹공원,부산광역시 연제구 연산동 2132-1,5,0:00,24:00,,,,,
새싹공원,부산광역시 연제구 연산동 2132-1,6,0:00,24:00,,,,,
새싹공원,부산광역시 해운대구 반여동 1659,0,0:00,24:00,,,,,
새싹공원,부산광역시 해운대구 반여동 1659,1,0:00,24:00,,,,,
새싹공원,부산광역시 해운대구 반여동 1659,2,0:00,24:00,,,,,
새싹공원,부산광역시 해운대구 반여동 1659,3,0:00,24:00,,,,,
새싹공원,부산광역시 해운대구 반여동 1659,4,0:00,24:00,,,,,
새싹공원,부산광역시 해운대구 반여동 1659,5,0:00,24:00,,,,,
새싹공원,부산광역시 해운대구 반여동 1659,6,0:00,24:00,,,,,
색동어린이공원,부산광역시 부산진구 당감동 796-1,0,0:00,24:00,,,,,
색동어린이공원,부산광역시 부산진구 당감동 796-1,1,0:00,24:00,,,,,
색동어린이공원,부산광역시 부산진구 당감동 796-1,2,0:00,24:00,,,,,
색동어린이공원,부산광역시 부산진구 당감동 796-1,3,0:00,24:00,,,,,
색동어린이공원,부산광역시 부산진구 당감동 796-1,4,0:00,24:00,,,,,
색동어린이공원,부산광역시 부산진구 당감동 796-1,5,0:00,24:00,,,,,
색동어린이공원,부산광역시 부산진구 당감동 796-1,6,0:00,24:00,,,,,
색채마을,부산광역시 중구 대청동4가 72-35,0,0:00,24:00,,,,,
색채마을,부산광역시 중구 대청동4가 72-35,1,0:00,24:00,,,,,
색채마을,부산광역시 중구 대청동4가 72-35,2,0:00,24:00,,,,,
색채마을,부산광역시 중구 대청동4가 72-35,3,0:00,24:00,,,,,
색채마을,부산광역시 중구 대청동4가 72-35,4,0:00,24:00,,,,,
색채마을,부산광역시 중구 대청동4가 72-35,5,0:00,24:00,,,,,
색채마을,부산광역시 중구 대청동4가 72-35,6,0:00,24:00,,,,,
샘골공원,부산광역시 금정구 구서동 637-1,0,0:00,24:00,,,,,
샘골공원,부산광역시 금정구 구서동 637-1,1,0:00,24:00,,,,,
샘골공원,부산광역시 금정구 구서동 637-1,2,0:00,24:00,,,,,
샘골공원,부산광역시 금정구 구서동 637-1,3,0:00,24:00,,,,,
샘골공원,부산광역시 금정구 구서동 637-1,4,0:00,24:00,,,,,
샘골공원,부산광역시 금정구 구서동 637-1,5,0:00,24:00,,,,,
샘골공원,부산광역시 금정구 구서동 637-1,6,0:00,24:00,,,,,
샛바람길공원,부산광역시 강서구 동선동 1068-2,0,0:00,24:00,,,,,
샛바람길공원,부산광역시 강서구 동선동 1068-2,1,0:00,24:00,,,,,
샛바람길공원,부산광역시 강서구 동선동 1068-2,2,0:00,24:00,,,,,
샛바람길공원,부산광역시 강서구 동선동 1068-2,3,0:00,24:00,,,,,
샛바람길공원,부산광역시 강서구 동선동 1068-2,4,0:00,24:00,,,,,
샛바람길공원,부산광역시 강서구 동선동 1068-2,5,0:00,24:00,,,,,
샛바람길공원,부산광역시 강서구 동선동 1068-2,6,0:00,24:00,,,,,
샛별공원,부산광역시 사하구 당리동 348-6,0,0:00,24:00,,,,,
샛별공원,부산광역시 사하구 당리동 348-6,1,0:00,24:00,,,,,
샛별공원,부산광역시 사하구 당리동 348-6,2,0:00,24:00,,,,,
샛별공원,부산광역시 사하구 당리동 348-6,3,0:00,24:00,,,,,
샛별공원,부산광역시 사하구 당리동 348-6,4,0:00,24:00,,,,,
샛별공원,부산광역시 사하구 당리동 348-6,5,0:00,24:00,,,,,
샛별공원,부산광역시 사하구 당리동 348-6,6,0:00,24:00,,,,,
생곡공원,부산광역시 강서구 생곡동 1537-2,0,0:00,24:00,,,,,
생곡공원,부산광역시 강서구 생곡동 1537-2,1,0:00,24:00,,,,,
생곡공원,부산광역시 강서구 생곡동 1537-2,2,0:00,24:00,,,,,
생곡공원,부산광역시 강서구 생곡동 1537-2,3,0:00,24:00,,,,,
생곡공원,부산광역시 강서구 생곡동 1537-2,4,0:00,24:00,,,,,
생곡공원,부산광역시 강서구 생곡동 1537-2,5,0:00,24:00,,,,,
생곡공원,부산광역시 강서구 생곡동 1537-2,6,0:00,24:00,,,,,
생활공원,부산광역시 강서구 생곡동 1531-5,0,0:00,24:00,,,,,
생활공원,부산광역시 강서구 생곡동 1531-5,1,0:00,24:00,,,,,
생활공원,부산광역시 강서구 생곡동 1531-5,2,0:00,24:00,,,,,
생활공원,부산광역시 강서구 생곡동 1531-5,3,0:00,24:00,,,,,
생활공원,부산광역시 강서구 생곡동 1531-5,4,0:00,24:00,,,,,
생활공원,부산광역시 강서구 생곡동 1531-5,5,0:00,24:00,,,,,
생활공원,부산광역시 강서구 생곡동 1531-5,6,0:00,24:00,,,,,
서당골공원,부산광역시 사상구 모라동 75-15,0,0:00,24:00,,,,,
서당골공원,부산광역시 사상구 모라동 75-15,1,0:00,24:00,,,,,
서당골공원,부산광역시 사상구 모라동 75-15,2,0:00,24:00,,,,,
서당골공원,부산광역시 사상구 모라동 75-15,3,0:00,24:00,,,,,
서당골공원,부산광역시 사상구 모라동 75-15,4,0:00,24:00,,,,,
서당골공원,부산광역시 사상구 모라동 75-15,5,0:00,24:00,,,,,
서당골공원,부산광역시 사상구 모라동 75-15,6,0:00,24:00,,,,,
서면미술관,부산광역시 부산진구 전포동 692-2,0,11:00,19:00,,,18:00,,
서면미술관,부산광역시 부산진구 전포동 692-2,1,11:00,19:00,,,18:00,,
서면미술관,부산광역시 부산진구 전포동 692-2,2,11:00,19:00,,,18:00,,
서면미술관,부산광역시 부산진구 전포동 692-2,3,11:00,19:00,,,18:00,,
서면미술관,부산광역시 부산진구 전포동 692-2,4,11:00,19:00,,,18:00,,
서면미술관,부산광역시 부산진구 전포동 692-2,5,11:00,19:00,,,18:00,,
서면미술관,부산광역시 부산진구 전포동 692-2,6,11:00,19:00,,,18:00,,
서명상상공원,부산광역시 금정구 서동 131-12,0,0:00,24:00,,,,,
서명상상공원,부산광역시 금정구 서동 131-12,1,0:00,24:00,,,,,
서명상상공원,부산광역시 금정구 서동 131-12,2,0:00,24:00,,,,,
서명상상공원,부산광역시 금정구 서동 131-12,3,0:00,24:00,,,,,
서명상상공원,부산광역시 금정구 서동 131-12,4,0:00,24:00,,,,,
서명상상공원,부산광역시 금정구 서동 131-12,5,0:00,24:00,,,,,
서명상상공원,부산광역시 금정구 서동 131-12,6,0:00,24:00,,,,,
서연정공원,부산광역시 강서구 대저1동 1330-5,0,0:00,24:00,,,,,
서연정공원,부산광역시 강서구 대저1동 1330-5,1,0:00,24:00,,,,,
서연정공원,부산광역시 강서구 대저1동 1330-5,2,0:00,24:00,,,,,
서연정공원,부산광역시 강서구 대저1동 1330-5,3,0:00,24:00,,,,,
서연정공원,부산광역시 강서구 대저1동 1330-5,4,0:00,24:00,,,,,
서연정공원,부산광역시 강서구 대저1동 1330-5,5,0:00,24:00,,,,,
서연정공원,부산광역시 강서구 대저1동 1330-5,6,0:00,24:00,,,,,
석말공원,부산광역시 강서구 범방동 1911-16,0,0:00,24:00,,,,,
석말공원,부산광역시 강서구 범방동 1911-16,1,0:00,24:00,,,,,
석말공원,부산광역시 강서구 범방동 1911-16,2,0:00,24:00,,,,,
석말공원,부산광역시 강서구 범방동 1911-16,3,0:00,24:00,,,,,
석말공원,부산광역시 강서구 범방동 1911-16,4,0:00,24:00,,,,,
석말공원,부산광역시 강서구 범방동 1911-16,5,0:00,24:00,,,,,
석말공원,부산광역시 강서구 범방동 1911-16,6,0:00,24:00,,,,,
석불사,부산광역시 북구 만덕동 산2,0,0:00,24:00,,,,,
석불사,부산광역시 북구 만덕동 산2,1,0:00,24:00,,,,,
석불사,부산광역시 북구 만덕동 산2,2,0:00,24:00,,,,,
석불사,부산광역시 북구 만덕동 산2,3,0:00,24:00,,,,,
석불사,부산광역시 북구 만덕동 산2,4,0:00,24:00,,,,,
석불사,부산광역시 북구 만덕동 산2,5,0:00,24:00,,,,,
석불사,부산광역시 북구 만덕동 산2,6,0:00,24:00,,,,,
석사공원(사직1-6재건축),부산광역시 동래구 사직동 632-64,0,0:00,24:00,,,,,
석사공원(사직1-6재건축),부산광역시 동래구 사직동 632-64,1,0:00,24:00,,,,,
석사공원(사직1-6재건축),부산광역시 동래구 사직동 632-64,2,0:00,24:00,,,,,
석사공원(사직1-6재건축),부산광역시 동래구 사직동 632-64,3,0:00,24:00,,,,,
석사공원(사직1-6재건축),부산광역시 동래구 사직동 632-64,4,0:00,24:00,,,,,
석사공원(사직1-6재건축),부산광역시 동래구 사직동 632-64,5,0:00,24:00,,,,,
석사공원(사직1-6재건축),부산광역시 동래구 사직동 632-64,6,0:00,24:00,,,,,
석포어린이공원,부산광역시 남구 대연동 1892,0,0:00,24:00,,,,,
석포어린이공원,부산광역시 남구 대연동 1892,1,0:00,24:00,,,,,
석포어린이공원,부산광역시 남구 대연동 1892,2,0:00,24:00,,,,,
석포어린이공원,부산광역시 남구 대연동 1892,3,0:00,24:00,,,,,
석포어린이공원,부산광역시 남구 대연동 1892,4,0:00,24:00,,,,,
석포어린이공원,부산광역시 남구 대연동 1892,5,0:00,24:00,,,,,
석포어린이공원,부산광역시 남구 대연동 1892,6,0:00,24:00,,,,,
선비공원,부산광역시 강서구 지사동 1185-2,0,0:00,24:00,,,,,
선비공원,부산광역시 강서구 지사동 1185-2,1,0:00,24:00,,,,,
선비공원,부산광역시 강서구 지사동 1185-2,2,0:00,24:00,,,,,
선비공원,부산광역시 강서구 지사동 1185-2,3,0:00,24:00,,,,,
선비공원,부산광역시 강서구 지사동 1185-2,4,0:00,24:00,,,,,
선비공원,부산광역시 강서구 지사동 1185-2,5,0:00,24:00,,,,,
선비공원,부산광역시 강서구 지사동 1185-2,6,0:00,24:00,,,,,
선암사,부산광역시 부산진구 부암동 628,0,0:00,24:00,,,,,
선암사,부산광역시 부산진구 부암동 628,1,0:00,24:00,,,,,
선암사,부산광역시 부산진구 부암동 628,2,0:00,24:00,,,,,
선암사,부산광역시 부산진구 부암동 628,3,0:00,24:00,,,,,
선암사,부산광역시 부산진구 부암동 628,4,0:00,24:00,,,,,
선암사,부산광역시 부산진구 부암동 628,5,0:00,24:00,,,,,
선암사,부산광역시 부산진구 부암동 628,6,0:00,24:00,,,,,
성암사,부산광역시 남구 문현동 산13-5,0,0:00,24:00,,,,,
성암사,부산광역시 남구 문현동 산13-5,1,0:00,24:00,,,,,
성암사,부산광역시 남구 문현동 산13-5,2,0:00,24:00,,,,,
성암사,부산광역시 남구 문현동 산13-5,3,0:00,24:00,,,,,
성암사,부산광역시 남구 문현동 산13-5,4,0:00,24:00,,,,,
성암사,부산광역시 남구 문현동 산13-5,5,0:00,24:00,,,,,
성암사,부산광역시 남구 문현동 산13-5,6,0:00,24:00,,,,,
성지곡수원지,부산광역시 부산진구 초읍동 43,0,0:00,24:00,,,,,
성지곡수원지,부산광역시 부산진구 초읍동 43,1,0:00,24:00,,,,,
성지곡수원지,부산광역시 부산진구 초읍동 43,2,0:00,24:00,,,,,
성지곡수원지,부산광역시 부산진구 초읍동 43,3,0:00,24:00,,,,,
성지곡수원지,부산광역시 부산진구 초읍동 43,4,0:00,24:00,,,,,
성지곡수원지,부산광역시 부산진구 초읍동 43,5,0:00,24:00,,,,,
성지곡수원지,부산광역시 부산진구 초읍동 43,6,0:00,24:00,,,,,
세산공원,부산광역시 강서구 범방동 1903-3,0,0:00,24:00,,,,,
세산공원,부산광역시 강서구 범방동 1903-3,1,0:00,24:00,,,,,
세산공원,부산광역시 강서구 범방동 1903-3,2,0:00,24:00,,,,,
세산공원,부산광역시 강서구 범방동 1903-3,3,0:00,24:00,,,,,
세산공원,부산광역시 강서구 범방동 1903-3,4,0:00,24:00,,,,,
세산공원,부산광역시 강서구 범방동 1903-3,5,0:00,24:00,,,,,
세산공원,부산광역시 강서구 범방동 1903-3,6,0:00,24:00,,,,,
세실공원,부산광역시 동래구 명장동 506-18,0,0:00,24:00,,,,,
세실공원,부산광역시 동래구 명장동 506-18,1,0:00,24:00,,,,,
세실공원,부산광역시 동래구 명장동 506-18,2,0:00,24:00,,,,,
세실공원,부산광역시 동래구 명장동 506-18,3,0:00,24:00,,,,,
세실공원,부산광역시 동래구 명장동 506-18,4,0:00,24:00,,,,,
세실공원,부산광역시 동래구 명장동 506-18,5,0:00,24:00,,,,,
세실공원,부산광역시 동래구 명장동 506-18,6,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 1046,0,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 1046,1,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 1046,2,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 1046,3,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 1046,4,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 1046,5,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 1046,6,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 919-36,0,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 919-36,1,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 919-36,2,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 919-36,3,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 919-36,4,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 919-36,5,0:00,24:00,,,,,
소공원,부산광역시 남구 대연동 919-36,6,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 189-79,0,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 189-79,1,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 189-79,2,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 189-79,3,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 189-79,4,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 189-79,5,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 189-79,6,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 426-81,0,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 426-81,1,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 426-81,2,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 426-81,3,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 426-81,4,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 426-81,5,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 426-81,6,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 555-53,0,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 555-53,1,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 555-53,2,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 555-53,3,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 555-53,4,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 555-53,5,0:00,24:00,,,,,
소공원,부산광역시 남구 문현동 555-53,6,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 129-56,0,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 129-56,1,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 129-56,2,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 129-56,3,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 129-56,4,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 129-56,5,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 129-56,6,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 209-34,0,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 209-34,1,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 209-34,2,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 209-34,3,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 209-34,4,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 209-34,5,0:00,24:00,,,,,
소공원,부산광역시 남구 우암동 209-34,6,0:00,24:00,,,,,
소공원,부산광역시 북구 금곡동 910-20,0,0:00,24:00,,,,,
소공원,부산광역시 북구 금곡동 910-20,1,0:00,24:00,,,,,
소공원,부산광역시 북구 금곡동 910-20,2,0:00,24:00,,,,,
소공원,부산광역시 북구 금곡동 910-20,3,0:00,24:00,,,,,
소공원,부산광역시 북구 금곡동 910-20,4,0:00,24:00,,,,,
